date,hospital_id,ward_code,base_beds,effective_capacity,occupancy,overflow,admissions,discharges,staffing_index,avg_wait_minutes,admission_rate_per_bed,discharge_rate_per_bed,occupancy_rate
2025-09-24,5,ED,30,34,34,18,43,29,1.011,236,1.433,0.967,1.0
2025-09-25,5,ED,30,34,34,28,56,32,0.979,231,1.867,1.067,1.0
2025-09-26,5,ED,30,34,34,56,86,34,0.959,358,2.867,1.133,1.0
2025-09-27,5,ED,30,34,34,41,70,33,0.924,248,2.333,1.1,1.0
2025-09-28,5,ED,30,34,34,33,63,34,0.951,267,2.1,1.133,1.0
2025-09-29,5,ED,30,34,34,31,56,29,1.042,260,1.867,0.967,1.0
2025-09-30,5,ED,30,34,34,28,57,33,0.995,224,1.9,1.1,1.0
2025-10-01,5,ED,30,34,34,19,44,29,0.989,228,1.467,0.967,1.0
2025-10-02,5,ED,30,34,34,35,62,31,1.005,232,2.067,1.033,1.0
2025-10-03,5,ED,30,34,34,32,56,28,0.991,176,1.867,0.933,1.0
2025-10-04,5,ED,30,34,34,14,43,33,0.99,187,1.433,1.1,1.0
2025-10-05,5,ED,30,34,34,37,63,30,0.933,294,2.1,1.0,1.0
2025-10-06,5,ED,30,34,34,30,58,32,0.993,265,1.933,1.067,1.0
2025-10-07,5,ED,30,34,34,38,65,31,1.026,230,2.167,1.033,1.0
2025-10-08,5,ED,30,34,34,19,47,32,0.953,262,1.567,1.067,1.0
2025-10-09,5,ED,30,34,34,30,55,29,1.029,262,1.833,0.967,1.0
2025-10-10,5,ED,30,34,34,29,52,27,0.986,206,1.733,0.9,1.0
2025-10-11,5,ED,30,34,34,24,49,29,0.923,190,1.633,0.967,1.0
2025-10-12,5,ED,30,34,34,31,56,29,0.921,216,1.867,0.967,1.0
2025-10-13,5,ED,30,34,34,37,62,29,1.041,257,2.067,0.967,1.0
2025-10-14,5,ED,30,34,34,24,53,33,1.051,211,1.767,1.1,1.0
2025-10-15,5,ED,30,34,34,27,49,26,1.042,214,1.633,0.867,1.0
2025-10-16,5,ED,30,34,34,33,61,32,0.982,291,2.033,1.067,1.0
2025-10-17,5,ED,30,34,34,25,50,29,0.985,254,1.667,0.967,1.0
2025-10-18,5,ED,30,34,34,18,45,31,0.928,130,1.5,1.033,1.0
2025-10-19,5,ED,30,34,34,30,58,32,0.926,290,1.933,1.067,1.0
2025-10-20,5,ED,30,34,34,29,55,30,1.044,220,1.833,1.0,1.0
2025-10-21,5,ED,30,34,34,35,65,34,0.958,245,2.167,1.133,1.0
2025-10-22,5,ED,30,34,34,16,45,33,0.954,154,1.5,1.1,1.0
2025-10-23,5,ED,30,34,34,38,62,28,1.033,305,2.067,0.933,1.0
2025-10-24,5,ED,30,34,34,26,52,30,1.056,237,1.733,1.0,1.0
2025-10-25,5,ED,30,34,34,20,45,29,0.948,219,1.5,0.967,1.0
2025-10-26,5,ED,30,34,34,30,53,27,0.938,228,1.767,0.9,1.0
2022-10-28,5,ICU,20,23,23,3,12,2,1.016,167,0.6,0.1,1.0
2022-10-29,5,ICU,20,23,23,5,6,4,0.959,186,0.3,0.2,1.0
2022-10-30,5,ICU,20,23,23,12,14,5,0.967,189,0.7,0.25,1.0
2022-10-31,5,ICU,20,23,23,13,14,4,0.994,224,0.7,0.2,1.0
2022-11-01,5,ICU,20,23,23,15,14,2,1.055,211,0.7,0.1,1.0
2022-11-02,5,ICU,20,23,23,3,9,9,0.949,147,0.45,0.45,1.0
2022-11-03,5,ICU,20,23,23,4,5,4,0.99,167,0.25,0.2,1.0
2022-11-04,5,ICU,20,23,23,6,8,5,0.997,162,0.4,0.25,1.0
2022-11-05,5,ICU,20,23,23,10,13,6,0.922,136,0.65,0.3,1.0
2022-11-06,5,ICU,20,23,23,3,7,7,0.926,107,0.35,0.35,1.0
2022-11-07,5,ICU,20,23,23,6,7,4,0.969,198,0.35,0.2,1.0
2022-11-08,5,ICU,20,23,22,2,6,7,0.994,158,0.3,0.35,0.957
2022-11-09,5,ICU,20,23,23,12,13,3,0.995,209,0.65,0.15,1.0
2022-11-10,5,ICU,20,23,23,17,18,4,1.013,212,0.9,0.2,1.0
2022-11-11,5,ICU,20,23,23,14,16,5,0.945,223,0.8,0.25,1.0
2022-11-12,5,ICU,20,23,23,9,7,1,0.89,152,0.35,0.05,1.0
2022-11-13,5,ICU,20,23,23,8,10,5,0.938,228,0.5,0.25,1.0
2022-11-14,5,ICU,20,23,23,12,13,4,0.987,181,0.65,0.2,1.0
2022-11-15,5,ICU,20,23,23,4,6,5,0.965,133,0.3,0.25,1.0
2022-11-16,5,ICU,20,23,23,8,7,2,1.019,148,0.35,0.1,1.0
2022-11-17,5,ICU,20,23,23,17,17,3,1.037,240,0.85,0.15,1.0
2022-11-18,5,ICU,20,23,23,11,13,5,0.948,214,0.65,0.25,1.0
2022-11-19,5,ICU,20,23,22,2,4,5,0.962,120,0.2,0.25,0.957
2022-11-20,5,ICU,20,23,23,7,7,2,0.979,161,0.35,0.1,1.0
2022-11-21,5,ICU,20,23,23,9,10,4,1.02,219,0.5,0.2,1.0
2022-11-22,5,ICU,20,23,23,5,6,4,1.038,167,0.3,0.2,1.0
2022-11-23,5,ICU,20,23,23,4,8,7,1.043,119,0.4,0.35,1.0
2022-11-24,5,ICU,20,23,23,10,9,2,1.034,182,0.45,0.1,1.0
2022-11-25,5,ICU,20,23,23,5,8,6,1.057,63,0.4,0.3,1.0
2022-11-26,5,ICU,20,23,23,8,6,1,0.954,143,0.3,0.05,1.0
2022-11-27,5,ICU,20,23,23,6,9,6,0.932,142,0.45,0.3,1.0
2022-11-28,5,ICU,20,23,23,10,10,3,1.008,151,0.5,0.15,1.0
2022-11-29,5,ICU,20,23,23,6,8,5,0.995,84,0.4,0.25,1.0
2022-11-30,5,ICU,20,23,23,8,12,7,1.027,188,0.6,0.35,1.0
2022-12-01,5,ICU,20,23,23,9,12,6,0.987,231,0.6,0.3,1.0
2022-12-02,5,ICU,20,23,23,15,17,5,1.009,204,0.85,0.25,1.0
2022-12-03,5,ICU,20,20,20,0,4,7,0.95,46,0.2,0.35,1.0
2022-12-04,5,ICU,20,23,23,5,12,7,0.964,141,0.6,0.35,1.0
2022-12-05,5,ICU,20,23,23,18,18,3,0.985,217,0.9,0.15,1.0
2022-12-06,5,ICU,20,23,23,13,11,1,0.976,183,0.55,0.05,1.0
2022-12-07,5,ICU,20,23,23,10,11,4,1.015,162,0.55,0.2,1.0
2022-12-08,5,ICU,20,23,23,14,16,5,0.995,193,0.8,0.25,1.0
2022-12-09,5,ICU,20,23,23,10,14,7,1.021,198,0.7,0.35,1.0
2022-12-10,5,ICU,20,23,23,10,10,3,0.916,248,0.5,0.15,1.0
2022-12-11,5,ICU,20,23,23,14,14,3,0.89,216,0.7,0.15,1.0
2022-12-12,5,ICU,20,23,23,14,17,6,1.048,245,0.85,0.3,1.0
2022-12-13,5,ICU,20,23,23,13,13,3,0.997,150,0.65,0.15,1.0
2022-12-14,5,ICU,20,23,23,6,14,11,0.978,119,0.7,0.55,1.0
2022-12-15,5,ICU,20,23,23,7,8,4,0.991,135,0.4,0.2,1.0
2022-12-16,5,ICU,20,23,23,9,12,6,0.978,149,0.6,0.3,1.0
2022-12-17,5,ICU,20,20,20,0,5,8,0.929,80,0.25,0.4,1.0
2022-12-18,5,ICU,20,23,23,13,17,4,0.948,215,0.85,0.2,1.0
2022-12-19,5,ICU,20,23,23,15,16,4,0.992,213,0.8,0.2,1.0
2022-12-20,5,ICU,20,23,23,7,11,7,1.038,212,0.55,0.35,1.0
2022-12-21,5,ICU,20,23,23,10,12,5,0.962,138,0.6,0.25,1.0
2022-12-22,5,ICU,20,23,23,9,9,3,1.013,135,0.45,0.15,1.0
2022-12-23,5,ICU,20,23,23,10,12,5,1.021,227,0.6,0.25,1.0
2022-12-24,5,ICU,20,23,23,5,8,6,0.937,192,0.4,0.3,1.0
2022-12-25,5,ICU,20,23,23,5,6,4,0.929,194,0.3,0.2,1.0
2022-12-26,5,ICU,20,23,23,9,13,7,1.038,169,0.65,0.35,1.0
2022-12-27,5,ICU,20,23,23,7,8,4,0.988,159,0.4,0.2,1.0
2022-12-28,5,ICU,20,23,23,17,16,2,0.976,149,0.8,0.1,1.0
2022-12-29,5,ICU,20,23,23,16,19,6,1.014,157,0.95,0.3,1.0
2022-12-30,5,ICU,20,23,23,12,16,7,0.961,213,0.8,0.35,1.0
2022-12-31,5,ICU,20,23,23,10,12,5,0.934,141,0.6,0.25,1.0
2023-01-01,5,ICU,20,23,23,6,6,3,0.986,136,0.3,0.15,1.0
2023-01-02,5,ICU,20,23,23,13,16,6,1.011,241,0.8,0.3,1.0
2023-01-03,5,ICU,20,23,23,5,9,7,0.973,126,0.45,0.35,1.0
2023-01-04,5,ICU,20,23,23,5,7,5,1.024,152,0.35,0.25,1.0
2023-01-05,5,ICU,20,23,23,8,10,5,1.033,178,0.5,0.25,1.0
2023-01-06,5,ICU,20,23,23,4,7,6,0.987,162,0.35,0.3,1.0
2023-01-07,5,ICU,20,23,23,5,12,10,0.928,78,0.6,0.5,1.0
2023-01-08,5,ICU,20,23,23,6,7,4,0.883,157,0.35,0.2,1.0
2023-01-09,5,ICU,20,23,23,4,7,6,1.004,187,0.35,0.3,1.0
2023-01-10,5,ICU,20,23,23,3,7,7,0.986,120,0.35,0.35,1.0
2023-01-11,5,ICU,20,23,23,17,17,3,1.012,194,0.85,0.15,1.0
2023-01-12,5,ICU,20,23,23,9,9,3,0.991,197,0.45,0.15,1.0
2023-01-13,5,ICU,20,23,22,2,4,5,0.965,152,0.2,0.25,0.957
2023-01-14,5,ICU,20,23,23,9,13,6,0.933,182,0.65,0.3,1.0
2023-01-15,5,ICU,20,23,23,6,7,4,0.933,167,0.35,0.2,1.0
2023-01-16,5,ICU,20,23,23,3,6,6,1.035,143,0.3,0.3,1.0
2023-01-17,5,ICU,20,23,23,16,17,4,1.005,233,0.85,0.2,1.0
2023-01-18,5,ICU,20,23,23,17,20,6,1.01,221,1.0,0.3,1.0
2023-01-19,5,ICU,20,23,23,14,14,3,1.017,262,0.7,0.15,1.0
2023-01-20,5,ICU,20,23,23,15,19,7,0.966,222,0.95,0.35,1.0
2023-01-21,5,ICU,20,23,23,11,14,6,0.912,156,0.7,0.3,1.0
2023-01-22,5,ICU,20,23,23,9,9,3,0.979,164,0.45,0.15,1.0
2023-01-23,5,ICU,20,23,23,11,13,5,1.003,153,0.65,0.25,1.0
2023-01-24,5,ICU,20,23,23,6,11,8,1.011,153,0.55,0.4,1.0
2023-01-25,5,ICU,20,23,23,15,16,4,0.998,170,0.8,0.2,1.0
2023-01-26,5,ICU,20,23,23,8,14,9,0.987,210,0.7,0.45,1.0
2023-01-27,5,ICU,20,23,23,9,12,6,1.039,223,0.6,0.3,1.0
2023-01-28,5,ICU,20,23,23,3,5,5,0.949,122,0.25,0.25,1.0
2023-01-29,5,ICU,20,23,23,10,12,5,0.935,197,0.6,0.25,1.0
2023-01-30,5,ICU,20,23,23,12,14,5,1.032,239,0.7,0.25,1.0
2023-01-31,5,ICU,20,23,23,9,8,2,1.012,184,0.4,0.1,1.0
2023-02-01,5,ICU,20,23,23,11,14,6,0.982,183,0.7,0.3,1.0
2023-02-02,5,ICU,20,23,23,9,12,6,0.973,215,0.6,0.3,1.0
2023-02-03,5,ICU,20,23,23,9,7,1,1.054,248,0.35,0.05,1.0
2023-02-04,5,ICU,20,23,23,4,8,7,0.965,150,0.4,0.35,1.0
2023-02-05,5,ICU,20,23,23,7,9,5,0.948,143,0.45,0.25,1.0
2023-02-06,5,ICU,20,23,23,14,12,1,1.001,204,0.6,0.05,1.0
2023-02-07,5,ICU,20,23,23,5,6,4,0.905,159,0.3,0.2,1.0
2023-02-08,5,ICU,20,23,23,10,11,4,0.982,212,0.55,0.2,1.0
2023-02-09,5,ICU,20,23,23,10,10,3,1.076,243,0.5,0.15,1.0
2023-02-10,5,ICU,20,23,23,13,14,4,1.002,194,0.7,0.2,1.0
2023-02-11,5,ICU,20,23,23,5,6,4,0.919,156,0.3,0.2,1.0
2023-02-12,5,ICU,20,23,23,7,8,4,0.956,136,0.4,0.2,1.0
2023-02-13,5,ICU,20,23,23,9,13,7,0.99,196,0.65,0.35,1.0
2023-02-14,5,ICU,20,23,22,2,7,8,1.02,129,0.35,0.4,0.957
2023-02-15,5,ICU,20,23,23,4,9,7,1.02,209,0.45,0.35,1.0
2023-02-16,5,ICU,20,23,23,6,13,10,0.936,127,0.65,0.5,1.0
2023-02-17,5,ICU,20,23,23,15,15,3,1.006,195,0.75,0.15,1.0
2023-02-18,5,ICU,20,23,23,11,14,6,0.974,196,0.7,0.3,1.0
2023-02-19,5,ICU,20,23,23,11,14,6,0.923,241,0.7,0.3,1.0
2023-02-20,5,ICU,20,23,23,6,9,6,1.001,233,0.45,0.3,1.0
2023-02-21,5,ICU,20,23,23,16,16,3,0.949,198,0.8,0.15,1.0
2023-02-22,5,ICU,20,23,23,7,12,8,1.072,102,0.6,0.4,1.0
2023-02-23,5,ICU,20,23,23,7,9,5,0.995,164,0.45,0.25,1.0
2023-02-24,5,ICU,20,23,23,14,19,8,0.974,217,0.95,0.4,1.0
2023-02-25,5,ICU,20,23,23,5,7,5,0.934,233,0.35,0.25,1.0
2023-02-26,5,ICU,20,23,23,9,13,7,0.933,194,0.65,0.35,1.0
2023-02-27,5,ICU,20,23,23,6,10,7,0.952,172,0.5,0.35,1.0
2023-02-28,5,ICU,20,23,23,3,5,5,1.026,140,0.25,0.25,1.0
2023-03-01,5,ICU,20,23,22,2,5,6,0.964,217,0.25,0.3,0.957
2023-03-02,5,ICU,20,20,20,0,5,7,1.035,44,0.25,0.35,1.0
2023-03-03,5,ICU,20,23,23,6,10,4,1.033,175,0.5,0.2,1.0
2023-03-04,5,ICU,20,23,23,9,11,5,0.93,207,0.55,0.25,1.0
2023-03-05,5,ICU,20,23,21,1,5,7,0.943,176,0.25,0.35,0.913
2023-03-06,5,ICU,20,23,23,11,13,3,0.978,142,0.65,0.15,1.0
2023-03-07,5,ICU,20,23,23,11,13,5,0.976,167,0.65,0.25,1.0
2023-03-08,5,ICU,20,23,23,4,6,5,0.992,147,0.3,0.25,1.0
2023-03-09,5,ICU,20,23,23,9,11,5,0.97,158,0.55,0.25,1.0
2023-03-10,5,ICU,20,20,19,0,3,7,1.015,43,0.15,0.35,0.95
2023-03-11,5,ICU,20,23,23,8,13,4,0.885,185,0.65,0.2,1.0
2023-03-12,5,ICU,20,23,23,13,13,3,0.918,275,0.65,0.15,1.0
2023-03-13,5,ICU,20,23,23,5,8,6,0.938,186,0.4,0.3,1.0
2023-03-14,5,ICU,20,23,23,10,12,5,0.952,120,0.6,0.25,1.0
2023-03-15,5,ICU,20,23,23,8,12,7,0.974,195,0.6,0.35,1.0
2023-03-16,5,ICU,20,23,23,9,12,6,1.021,172,0.6,0.3,1.0
2023-03-17,5,ICU,20,23,23,7,11,7,1.003,204,0.55,0.35,1.0
2023-03-18,5,ICU,20,23,23,6,11,8,0.91,68,0.55,0.4,1.0
2023-03-19,5,ICU,20,23,23,8,10,5,0.981,199,0.5,0.25,1.0
2023-03-20,5,ICU,20,23,23,10,11,4,1.009,227,0.55,0.2,1.0
2023-03-21,5,ICU,20,23,22,2,7,8,1.029,118,0.35,0.4,0.957
2023-03-22,5,ICU,20,23,23,5,8,5,1.053,149,0.4,0.25,1.0
2023-03-23,5,ICU,20,23,23,11,11,3,1.003,170,0.55,0.15,1.0
2023-03-24,5,ICU,20,23,23,8,8,3,0.983,171,0.4,0.15,1.0
2023-03-25,5,ICU,20,23,23,5,7,5,0.91,196,0.35,0.25,1.0
2023-03-26,5,ICU,20,23,23,9,9,3,0.932,137,0.45,0.15,1.0
2023-03-27,5,ICU,20,23,23,12,10,1,1.034,192,0.5,0.05,1.0
2023-03-28,5,ICU,20,23,23,7,9,5,0.965,153,0.45,0.25,1.0
2023-03-29,5,ICU,20,23,23,7,7,3,0.979,134,0.35,0.15,1.0
2023-03-30,5,ICU,20,23,23,11,10,2,1.03,204,0.5,0.1,1.0
2023-03-31,5,ICU,20,23,23,11,12,4,1.019,178,0.6,0.2,1.0
2023-04-01,5,ICU,20,23,23,10,7,0,0.934,191,0.35,0.0,1.0
2023-04-02,5,ICU,20,23,23,5,6,4,0.932,150,0.3,0.2,1.0
2023-04-03,5,ICU,20,23,23,16,16,3,0.984,267,0.8,0.15,1.0
2023-04-04,5,ICU,20,23,23,9,14,8,0.986,174,0.7,0.4,1.0
2023-04-05,5,ICU,20,23,23,3,7,7,0.972,144,0.35,0.35,1.0
2023-04-06,5,ICU,20,23,23,3,6,6,0.969,152,0.3,0.3,1.0
2023-04-07,5,ICU,20,23,23,4,5,4,1.0,67,0.25,0.2,1.0
2023-04-08,5,ICU,20,23,23,4,6,5,0.936,121,0.3,0.25,1.0
2023-04-09,5,ICU,20,23,23,10,12,5,0.967,186,0.6,0.25,1.0
2023-04-10,5,ICU,20,23,23,7,10,6,1.009,190,0.5,0.3,1.0
2023-04-11,5,ICU,20,23,23,14,14,3,1.002,229,0.7,0.15,1.0
2023-04-12,5,ICU,20,23,23,8,10,5,1.015,153,0.5,0.25,1.0
2023-04-13,5,ICU,20,23,23,10,12,5,0.976,230,0.6,0.25,1.0
2023-04-14,5,ICU,20,23,23,5,8,6,1.002,182,0.4,0.3,1.0
2023-04-15,5,ICU,20,23,23,5,6,4,0.991,195,0.3,0.2,1.0
2023-04-16,5,ICU,20,23,23,11,10,2,0.945,150,0.5,0.1,1.0
2023-04-17,5,ICU,20,23,23,3,6,6,1.049,117,0.3,0.3,1.0
2023-04-18,5,ICU,20,23,23,9,13,7,1.011,171,0.65,0.35,1.0
2023-04-19,5,ICU,20,23,22,2,9,10,0.984,141,0.45,0.5,0.957
2023-04-20,5,ICU,20,23,23,21,19,0,1.001,259,0.95,0.0,1.0
2023-04-21,5,ICU,20,23,23,4,7,6,0.973,136,0.35,0.3,1.0
2023-04-22,5,ICU,20,23,23,3,5,5,0.918,175,0.25,0.25,1.0
2023-04-23,5,ICU,20,23,23,8,9,4,0.922,130,0.45,0.2,1.0
2023-04-24,5,ICU,20,23,22,2,6,7,1.007,160,0.3,0.35,0.957
2023-04-25,5,ICU,20,23,23,12,14,4,0.993,208,0.7,0.2,1.0
2023-04-26,5,ICU,20,23,23,16,18,5,0.983,188,0.9,0.25,1.0
2023-04-27,5,ICU,20,23,23,10,13,6,0.996,189,0.65,0.3,1.0
2023-04-28,5,ICU,20,23,23,6,8,5,0.964,137,0.4,0.25,1.0
2023-04-29,5,ICU,20,23,23,8,10,5,0.93,189,0.5,0.25,1.0
2023-04-30,5,ICU,20,23,23,8,10,5,0.926,180,0.5,0.25,1.0
2023-05-01,5,ICU,20,23,23,4,6,5,0.999,124,0.3,0.25,1.0
2023-05-02,5,ICU,20,23,22,2,4,5,1.013,166,0.2,0.25,0.957
2023-05-03,5,ICU,20,23,23,10,12,4,1.009,194,0.6,0.2,1.0
2023-05-04,5,ICU,20,23,23,6,7,4,1.012,138,0.35,0.2,1.0
2023-05-05,5,ICU,20,23,23,18,21,6,0.979,259,1.05,0.3,1.0
2023-05-06,5,ICU,20,23,23,4,11,10,0.957,171,0.55,0.5,1.0
2023-05-07,5,ICU,20,23,23,7,10,6,0.924,184,0.5,0.3,1.0
2023-05-08,5,ICU,20,23,23,11,11,3,1.034,182,0.55,0.15,1.0
2023-05-09,5,ICU,20,23,23,11,12,4,1.007,202,0.6,0.2,1.0
2023-05-10,5,ICU,20,23,23,17,15,1,0.973,193,0.75,0.05,1.0
2023-05-11,5,ICU,20,23,23,10,12,5,1.054,206,0.6,0.25,1.0
2023-05-12,5,ICU,20,23,23,9,11,5,0.967,114,0.55,0.25,1.0
2023-05-13,5,ICU,20,23,23,5,7,5,0.92,163,0.35,0.25,1.0
2023-05-14,5,ICU,20,23,23,9,8,2,0.988,206,0.4,0.1,1.0
2023-05-15,5,ICU,20,23,23,14,18,7,1.067,135,0.9,0.35,1.0
2023-05-16,5,ICU,20,23,23,8,10,5,0.989,172,0.5,0.25,1.0
2023-05-17,5,ICU,20,23,23,10,15,8,0.979,177,0.75,0.4,1.0
2023-05-18,5,ICU,20,23,23,7,8,4,0.968,197,0.4,0.2,1.0
2023-05-19,5,ICU,20,23,23,8,14,9,0.975,208,0.7,0.45,1.0
2023-05-20,5,ICU,20,23,23,3,6,6,0.903,166,0.3,0.3,1.0
2023-05-21,5,ICU,20,23,22,2,7,8,0.925,139,0.35,0.4,0.957
2023-05-22,5,ICU,20,23,23,8,12,6,1.017,164,0.6,0.3,1.0
2023-05-23,5,ICU,20,23,23,10,11,4,0.994,199,0.55,0.2,1.0
2023-05-24,5,ICU,20,23,23,6,7,4,1.058,165,0.35,0.2,1.0
2023-05-25,5,ICU,20,23,23,7,13,9,0.981,211,0.65,0.45,1.0
2023-05-26,5,ICU,20,23,23,6,8,5,0.968,169,0.4,0.25,1.0
2023-05-27,5,ICU,20,23,23,9,11,5,0.985,190,0.55,0.25,1.0
2023-05-28,5,ICU,20,23,23,9,9,3,0.943,168,0.45,0.15,1.0
2023-05-29,5,ICU,20,23,23,7,9,5,1.04,166,0.45,0.25,1.0
2023-05-30,5,ICU,20,23,23,11,11,3,1.004,203,0.55,0.15,1.0
2023-05-31,5,ICU,20,23,23,5,9,7,0.971,162,0.45,0.35,1.0
2023-06-01,5,ICU,20,23,23,12,12,3,0.966,247,0.6,0.15,1.0
2023-06-02,5,ICU,20,23,23,8,11,6,0.986,191,0.55,0.3,1.0
2023-06-03,5,ICU,20,23,21,1,4,6,0.941,164,0.2,0.3,0.913
2023-06-04,5,ICU,20,23,23,9,14,6,1.011,171,0.7,0.3,1.0
2023-06-05,5,ICU,20,23,23,4,7,6,1.044,118,0.35,0.3,1.0
2023-06-06,5,ICU,20,23,23,15,15,3,0.983,206,0.75,0.15,1.0
2023-06-07,5,ICU,20,23,23,4,4,3,0.994,128,0.2,0.15,1.0
2023-06-08,5,ICU,20,23,21,1,7,9,0.991,163,0.35,0.45,0.913
2023-06-09,5,ICU,20,23,21,1,10,10,0.99,124,0.5,0.5,0.913
2023-06-10,5,ICU,20,23,23,8,7,0,0.943,179,0.35,0.0,1.0
2023-06-11,5,ICU,20,23,23,10,9,2,0.917,115,0.45,0.1,1.0
2023-06-12,5,ICU,20,23,23,6,9,6,0.98,137,0.45,0.3,1.0
2023-06-13,5,ICU,20,23,23,8,11,6,1.012,170,0.55,0.3,1.0
2023-06-14,5,ICU,20,23,23,4,7,6,1.004,214,0.35,0.3,1.0
2023-06-15,5,ICU,20,23,22,2,6,7,1.062,115,0.3,0.35,0.957
2023-06-16,5,ICU,20,23,23,10,11,3,1.022,163,0.55,0.15,1.0
2023-06-17,5,ICU,20,23,23,9,11,5,0.968,213,0.55,0.25,1.0
2023-06-18,5,ICU,20,20,20,0,3,6,0.927,44,0.15,0.3,1.0
2023-06-19,5,ICU,20,23,23,3,5,2,1.026,78,0.25,0.1,1.0
2023-06-20,5,ICU,20,23,23,7,7,3,0.989,187,0.35,0.15,1.0
2023-06-21,5,ICU,20,23,23,8,10,5,1.037,185,0.5,0.25,1.0
2023-06-22,5,ICU,20,23,23,6,9,6,0.993,148,0.45,0.3,1.0
2023-06-23,5,ICU,20,23,23,8,12,7,0.99,99,0.6,0.35,1.0
2023-06-24,5,ICU,20,23,23,9,11,5,0.949,168,0.55,0.25,1.0
2023-06-25,5,ICU,20,23,23,6,8,5,0.931,191,0.4,0.25,1.0
2023-06-26,5,ICU,20,23,23,13,19,9,0.997,183,0.95,0.45,1.0
2023-06-27,5,ICU,20,23,23,7,12,8,1.025,149,0.6,0.4,1.0
2023-06-28,5,ICU,20,23,23,14,16,5,0.972,259,0.8,0.25,1.0
2023-06-29,5,ICU,20,23,23,8,8,3,0.997,174,0.4,0.15,1.0
2023-06-30,5,ICU,20,23,23,7,9,5,1.046,140,0.45,0.25,1.0
2023-07-01,5,ICU,20,23,21,1,6,8,0.873,138,0.3,0.4,0.913
2023-07-02,5,ICU,20,23,23,7,10,4,0.904,162,0.5,0.2,1.0
2023-07-03,5,ICU,20,23,23,13,15,5,0.958,162,0.75,0.25,1.0
2023-07-04,5,ICU,20,23,23,3,8,8,0.937,200,0.4,0.4,1.0
2023-07-05,5,ICU,20,23,23,11,10,2,0.968,160,0.5,0.1,1.0
2023-07-06,5,ICU,20,23,23,4,8,7,0.984,152,0.4,0.35,1.0
2023-07-07,5,ICU,20,23,23,7,10,6,0.982,162,0.5,0.3,1.0
2023-07-08,5,ICU,20,23,23,4,5,4,0.907,150,0.25,0.2,1.0
2023-07-09,5,ICU,20,23,23,5,8,6,0.895,182,0.4,0.3,1.0
2023-07-10,5,ICU,20,23,23,7,9,5,0.928,175,0.45,0.25,1.0
2023-07-11,5,ICU,20,23,23,8,9,4,0.953,117,0.45,0.2,1.0
2023-07-12,5,ICU,20,23,23,6,11,8,0.938,146,0.55,0.4,1.0
2023-07-13,5,ICU,20,23,23,6,7,4,0.997,173,0.35,0.2,1.0
2023-07-14,5,ICU,20,23,23,3,4,4,0.948,177,0.2,0.2,1.0
2023-07-15,5,ICU,20,20,20,0,2,5,0.9,60,0.1,0.25,1.0
2023-07-16,5,ICU,20,23,23,7,11,4,0.951,180,0.55,0.2,1.0
2023-07-17,5,ICU,20,23,23,5,9,7,0.93,183,0.45,0.35,1.0
2023-07-18,5,ICU,20,23,23,9,11,5,1.004,157,0.55,0.25,1.0
2023-07-19,5,ICU,20,23,23,11,12,4,1.023,198,0.6,0.2,1.0
2023-07-20,5,ICU,20,23,23,3,6,6,1.013,96,0.3,0.3,1.0
2023-07-21,5,ICU,20,23,23,6,7,4,0.921,238,0.35,0.2,1.0
2023-07-22,5,ICU,20,23,23,5,8,6,0.926,210,0.4,0.3,1.0
2023-07-23,5,ICU,20,23,23,5,9,7,0.937,155,0.45,0.35,1.0
2023-07-24,5,ICU,20,23,23,10,10,3,0.973,163,0.5,0.15,1.0
2023-07-25,5,ICU,20,23,23,3,8,8,0.962,154,0.4,0.4,1.0
2023-07-26,5,ICU,20,23,23,10,14,7,0.943,203,0.7,0.35,1.0
2023-07-27,5,ICU,20,23,23,9,9,3,0.976,96,0.45,0.15,1.0
2023-07-28,5,ICU,20,23,23,13,13,3,0.983,227,0.65,0.15,1.0
2023-07-29,5,ICU,20,23,23,5,7,5,0.952,146,0.35,0.25,1.0
2023-07-30,5,ICU,20,23,23,14,17,6,0.895,274,0.85,0.3,1.0
2023-07-31,5,ICU,20,23,21,1,8,10,0.961,110,0.4,0.5,0.913
2023-08-01,5,ICU,20,23,23,6,8,3,1.018,132,0.4,0.15,1.0
2023-08-02,5,ICU,20,23,23,7,9,5,1.014,193,0.45,0.25,1.0
2023-08-03,5,ICU,20,23,23,10,12,5,1.036,141,0.6,0.25,1.0
2023-08-04,5,ICU,20,23,23,5,8,6,1.031,124,0.4,0.3,1.0
2023-08-05,5,ICU,20,23,23,7,6,2,0.933,107,0.3,0.1,1.0
2023-08-06,5,ICU,20,23,23,9,12,6,0.969,174,0.6,0.3,1.0
2023-08-07,5,ICU,20,23,23,10,11,4,0.972,200,0.55,0.2,1.0
2023-08-08,5,ICU,20,23,23,4,9,8,0.979,210,0.45,0.4,1.0
2023-08-09,5,ICU,20,23,22,2,6,7,0.995,148,0.3,0.35,0.957
2023-08-10,5,ICU,20,20,16,0,1,7,1.034,15,0.05,0.35,0.8
2023-08-11,5,ICU,20,20,19,0,5,2,1.048,35,0.25,0.1,0.95
2023-08-12,5,ICU,20,23,22,2,8,5,0.929,121,0.4,0.25,0.957
2023-08-13,5,ICU,20,20,15,0,3,10,0.939,7,0.15,0.5,0.75
2023-08-14,5,ICU,20,23,21,1,7,1,0.993,80,0.35,0.05,0.913
